epoch,train_acc,test_acc
0,0.079967,0.077700
1,0.934267,0.934500
2,0.930933,0.927200
3,0.945417,0.940600
4,0.960817,0.958400
5,0.959900,0.955500
6,0.956500,0.954900
7,0.966483,0.960200
8,0.966100,0.964000
9,0.968400,0.962300
10,0.963100,0.959400
11,0.959717,0.954300
12,0.958917,0.953400
13,0.962717,0.957000
14,0.963500,0.959700
15,0.969317,0.964700
16,0.968600,0.964600
17,0.968233,0.962400
18,0.963433,0.959200
19,0.972000,0.968800
20,0.967217,0.962400
21,0.965950,0.962500
22,0.957600,0.950600
23,0.967800,0.962600
24,0.974633,0.970100
25,0.973017,0.965500
26,0.969817,0.964800
27,0.970400,0.964900
28,0.974033,0.968700
29,0.968517,0.963900
30,0.969233,0.961500
31,0.974867,0.968000
32,0.970767,0.965000
33,0.970983,0.965500
34,0.971717,0.967300
35,0.973667,0.968400
36,0.968017,0.961100
37,0.972950,0.966500
38,0.974700,0.967000
39,0.962067,0.955000
40,0.974050,0.967900
41,0.975683,0.969600
42,0.968633,0.958600
43,0.977000,0.969500
44,0.972100,0.963900
45,0.976950,0.968600
46,0.978217,0.971100
47,0.975800,0.971000
48,0.976400,0.966800
49,0.978383,0.972500
50,0.976467,0.968900
51,0.976750,0.967500
52,0.974000,0.968700
53,0.977967,0.971700
54,0.975133,0.963500
55,0.977683,0.968000
56,0.978117,0.968100
57,0.977417,0.970000
58,0.974600,0.966900
59,0.977050,0.969200
60,0.978117,0.970400
61,0.980700,0.971500
62,0.978167,0.966500
63,0.982017,0.972500
64,0.978900,0.968500
65,0.977717,0.968700
66,0.979700,0.967900
67,0.982717,0.972500
68,0.974400,0.965200
69,0.980417,0.972100
70,0.978933,0.969800
71,0.980283,0.973400
72,0.981950,0.974300
73,0.983533,0.974500
74,0.983350,0.974700
75,0.979233,0.968700
76,0.983217,0.974800
77,0.982550,0.974900
78,0.985217,0.977600
79,0.985050,0.975200
80,0.981917,0.973800
81,0.985117,0.974300
82,0.982783,0.973000
83,0.982350,0.973800
84,0.984867,0.976000
85,0.984617,0.973600
86,0.984267,0.975700
87,0.987250,0.978800
88,0.983383,0.976300
89,0.984350,0.975700
90,0.985400,0.975100
91,0.984333,0.972700
