epoch,train_acc,test_acc
0,0.079967,0.077700
1,0.703983,0.714400
2,0.859550,0.859400
3,0.889883,0.890100
4,0.905500,0.905900
5,0.919600,0.920500
6,0.930017,0.930000
7,0.935617,0.933700
8,0.943450,0.940500
9,0.952050,0.947900
10,0.953367,0.945600
11,0.954033,0.945800
12,0.958717,0.950500
13,0.954700,0.942800
14,0.944850,0.933000
15,0.946817,0.935300
16,0.937717,0.925000
17,0.928100,0.913900
18,0.928017,0.915600
19,0.930917,0.920000
20,0.922900,0.910200
21,0.921100,0.909900
22,0.911033,0.895000
23,0.894067,0.881900
24,0.911450,0.896300
25,0.887150,0.873200
26,0.910717,0.895900
27,0.880450,0.866000
28,0.879317,0.858300
29,0.885217,0.868500
30,0.880867,0.864900
31,0.858283,0.839000
32,0.870800,0.853900
33,0.837650,0.819000
34,0.838517,0.819900
35,0.839383,0.826800
36,0.805767,0.785100
37,0.775100,0.757000
38,0.789983,0.771500
39,0.786500,0.765900
40,0.734833,0.718300
41,0.763883,0.742300
42,0.772117,0.754500
43,0.744383,0.726000
44,0.756050,0.739100
45,0.671250,0.660000
46,0.673500,0.661400
47,0.693250,0.672000
48,0.693800,0.679200
49,0.648367,0.635900
50,0.644833,0.636000
51,0.660617,0.646500
52,0.639733,0.627300
53,0.650883,0.636900
54,0.628267,0.615600
55,0.615333,0.606200
56,0.622800,0.611300
57,0.610933,0.600000
58,0.619767,0.605900
59,0.610250,0.595600
60,0.612967,0.598800
61,0.590800,0.582600
62,0.581733,0.571000
63,0.580583,0.568200
64,0.536717,0.531900
65,0.536467,0.528200
66,0.538500,0.528500
67,0.527583,0.514900
68,0.495700,0.485900
69,0.504817,0.494900
70,0.485950,0.478700
71,0.490100,0.481500
72,0.479683,0.474900
73,0.472133,0.466100
74,0.461983,0.455800
75,0.445483,0.439800
76,0.434633,0.425700
77,0.425217,0.417800
78,0.423433,0.418800
79,0.400317,0.395600
80,0.395683,0.391400
81,0.393283,0.389100
82,0.371600,0.365500
83,0.366317,0.359500
84,0.372450,0.366600
85,0.323400,0.320000
86,0.332383,0.329100
87,0.335367,0.330400
88,0.329267,0.323700
89,0.326433,0.322900
90,0.337750,0.331500
91,0.322450,0.320000
92,0.317883,0.315000
93,0.306267,0.304300
94,0.309750,0.306000
95,0.305367,0.301600
96,0.308100,0.304600
97,0.285400,0.280000
98,0.304183,0.298200
99,0.296200,0.291000
100,0.295133,0.289500
101,0.284400,0.278000
102,0.283117,0.276200
103,0.273233,0.268400
104,0.268117,0.265200
105,0.271900,0.267600
106,0.248767,0.248200
107,0.246000,0.244500
108,0.236517,0.235100
109,0.239600,0.239200
110,0.236883,0.236600
111,0.224567,0.222400
112,0.224400,0.222300
113,0.218117,0.216600
114,0.216367,0.214800
115,0.213500,0.212500
116,0.213333,0.212200
117,0.210883,0.209000
118,0.211117,0.208500
119,0.207217,0.204600
120,0.206617,0.204400
121,0.206800,0.204100
122,0.203983,0.201200
123,0.204700,0.201900
124,0.201967,0.199100
125,0.200417,0.198100
126,0.196050,0.194800
127,0.192050,0.190300
128,0.187250,0.184900
129,0.180017,0.178800
130,0.147600,0.145700
131,0.113617,0.114100
132,0.112417,0.113500
133,0.112367,0.113500
134,0.112367,0.113500
135,0.112367,0.113500
136,0.112367,0.113500
137,0.112367,0.113500
138,0.112367,0.113500
139,0.112367,0.113500
140,0.112367,0.113500
141,0.112367,0.113500
142,0.112367,0.113500
143,0.112367,0.113500
144,0.112367,0.113500
145,0.112367,0.113500
146,0.112367,0.113500
147,0.112367,0.113500
148,0.112367,0.113500
149,0.112367,0.113500
150,0.112367,0.113500
151,0.112367,0.113500
152,0.112367,0.113500
153,0.112367,0.113500
154,0.112367,0.113500
155,0.112367,0.113500
156,0.112367,0.113500
157,0.112367,0.113500
158,0.112367,0.113500
159,0.112367,0.113500
160,0.112367,0.113500
161,0.112367,0.113500
162,0.112367,0.113500
163,0.112367,0.113500
164,0.112367,0.113500
165,0.112367,0.113500
166,0.112367,0.113500
167,0.112367,0.113500
168,0.112367,0.113500
169,0.112367,0.113500
170,0.112367,0.113500
171,0.112367,0.113500
172,0.112367,0.113500
173,0.112367,0.113500
174,0.112367,0.113500
175,0.112367,0.113500
176,0.112367,0.113500
177,0.112367,0.113500
178,0.112367,0.113500
179,0.112367,0.113500
180,0.112367,0.113500
181,0.112367,0.113500
182,0.112367,0.113500
183,0.112367,0.113500
184,0.112367,0.113500
185,0.112367,0.113500
186,0.112367,0.113500
187,0.112367,0.113500
188,0.112367,0.113500
189,0.112367,0.113500
190,0.112367,0.113500
191,0.112367,0.113500
192,0.112367,0.113500
193,0.112367,0.113500
194,0.112367,0.113500
195,0.112367,0.113500
196,0.112367,0.113500
197,0.112367,0.113500
198,0.112367,0.113500
199,0.112367,0.113500
200,0.112367,0.113500
201,0.112367,0.113500
202,0.112367,0.113500
203,0.112367,0.113500
204,0.112367,0.113500
205,0.112367,0.113500
206,0.112367,0.113500
207,0.112367,0.113500
208,0.112367,0.113500
209,0.112367,0.113500
210,0.112367,0.113500
211,0.112367,0.113500
212,0.112367,0.113500
213,0.112367,0.113500
214,0.112367,0.113500
215,0.112367,0.113500
216,0.112367,0.113500
217,0.112367,0.113500
218,0.112367,0.113500
219,0.112367,0.113500
220,0.112367,0.113500
221,0.112367,0.113500
222,0.112367,0.113500
223,0.112367,0.113500
224,0.112367,0.113500
225,0.112367,0.113500
226,0.112367,0.113500
227,0.112367,0.113500
228,0.112367,0.113500
229,0.112367,0.113500
230,0.112367,0.113500
231,0.112367,0.113500
232,0.112367,0.113500
233,0.112367,0.113500
234,0.112367,0.113500
235,0.112367,0.113500
236,0.112367,0.113500
237,0.112367,0.113500
238,0.112367,0.113500
239,0.112367,0.113500
240,0.112367,0.113500
241,0.112367,0.113500
242,0.112367,0.113500
243,0.112367,0.113500
244,0.112367,0.113500
245,0.112367,0.113500
246,0.112367,0.113500
247,0.112367,0.113500
248,0.112367,0.113500
249,0.112367,0.113500
250,0.112367,0.113500
